,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
train,353442,565000.00,7/1/14 0:00,present,r&d engineer,-1,m,9/14/90 0:00,91,karnataka state board,2008,84.33,"pre university board, karnataka",855,2,M.Tech./M.E.,computer networking,70.13,855,1,Karnataka,2015,605,505,545,-1,435,500,-1,-1,-1,-1,-1,-0.6491,0.3448,0.0914,-0.349,-1.5513
train,36232,670000.00,7/1/10 0:00,4/1/15 0:00,senior systems engineer,Bangalore,m,7/22/87 0:00,91.2,cbse,2005,81.2,cbse,64,2,B.Tech/B.E.,computer engineering,72.5,64,0,Uttar Pradesh,2010,595,565,495,0.8841225116,535,-1,-1,-1,-1,-1,-1,0.0464,0.6568,0.5269,-0.6428,-0.9194
train,543099,325000.00,10/1/13 0:00,4/1/15 0:00,business analyst,Noida,f,7/3/91 0:00,87,cbse,2009,80.5,cbse,12666,2,B.Tech/B.E.,electronics and communication engineering,70,12666,0,Uttar Pradesh,2013,485,475,235,0.3760595867,-1,300,-1,-1,-1,-1,-1,-0.1082,1.4368,0.672,0.4148,1.0158
train,327206,350000.00,7/1/13 0:00,present,software engineer,Navi Mumbai,m,4/7/88 0:00,61.6,maharashtra state board,2006,57.83,maharashtra state board,6196,2,B.Tech/B.E.,computer engineering,49.07,6196,0,Maharashtra,2013,655,425,555,0.6359787565,445,-1,-1,-1,-1,-1,-1,-1.2287,-0.2793,-0.4891,-0.08457,-0.1295
train,1161589,420000.00,2/1/14 0:00,4/1/15 0:00,production engineer,Bahadurgarh,m,7/27/93 0:00,78.67,state board,2009,73.6,cbse,66,2,B.Tech/B.E.,mechanical engineering,61.42,66,0,Uttar Pradesh,2014,685,435,560,0.5982806915,-1,-1,-1,407,-1,-1,-1,-0.5899,-0.2871,-0.8703,0.9066,-0.2511
train,336785,365000.00,4/1/13 0:00,present,programmer analyst,Chennai,m,1/15/91 0:00,92.09,matriculation,2008,93.41,state board,3076,2,B.Tech/B.E.,electronics and communication engineering,80,3076,0,Tamil Nadu,2012,575,585,475,0.6944793277,435,366,-1,-1,-1,-1,-1,0.3555,0.5008,0.2366,-0.17277,-0.2875
train,543255,115000.00,6/1/14 0:00,present,technical support engineer,Noida,m,4/17/92 0:00,73,up board,2009,72,up board,172,2,B.Tech/B.E.,electronics and communication engineering,70.4,172,0,Uttar Pradesh,2013,520,330,310,0.3760595867,-1,300,-1,-1,-1,260,-1,-0.7264,1.6708,-0.1626,1.8249,-0.1295
train,389140,325000.00,4/1/13 0:00,7/1/15 0:00,software engineer,Mumbai,f,7/14/91 0:00,81.46,maharashtra board,2008,79.33,maharashtra board,8016,2,B.Tech/B.E.,information technology,68.24,8016,0,Maharashtra,2012,455,425,554,0.7357957092,475,-1,-1,-1,-1,-1,-1,0.9737,-0.5913,-1.3599,0.8848,-0.0506
train,863845,220000.00,1/1/14 0:00,present,java software engineer,Noida,f,4/30/91 0:00,87.8,cbse,2009,74.5,cbse,14351,2,B.Tech/B.E.,information technology,78.2,14351,0,Punjab,2013,615,500,530,0.9787992926,415,-1,561,-1,-1,-1,-1,-0.5899,1.2114,0.4711,0.3995,0.2889
train,580061,250000.00,7/1/12 0:00,11/1/13 0:00,software developer,Jaipur,m,4/2/91 0:00,73.5,"rbse,ajmer",2008,77.23,ssm srsecschool,2028,2,B.Tech/B.E.,information technology,74.04,2028,1,Rajasthan,2012,300,500,720,0.6359787565,445,-1,-1,-1,-1,-1,-1,1.2772,0.4395,-0.2974,-2.2627,-1.0524
train,642309,600000.00,6/1/13 0:00,11/1/14 0:00,asst. manager,"Rayagada, Odisha",m,3/18/91 0:00,94.8,cbse,2008,81.2,cbse,436,1,B.Tech/B.E.,other,90.32,436,0,Uttarakhand,2013,675,525,795,-1,385,-1,-1,420,-1,-1,-1,-0.3027,-0.7866,-0.4511,0.0192,-0.0943
train,1007923,205000.00,1/1/14 0:00,6/1/14 0:00,java developer,Ahmedabad,m,4/16/93 0:00,81.86,icse,2010,74.4,icse,1320,2,B.Tech/B.E.,computer engineering,80.7,1320,0,Gujarat,2014,560,560,605,0.8422483223,595,-1,469,-1,-1,-1,-1,1.5644,1.5444,0.9322,-2.5163,1.4386
train,374989,170000.00,10/1/13 0:00,present,data analyst,Hyderabad,f,4/24/91 0:00,83.5,board of secondaray education,2008,92.5,board of intermediate education,9774,2,B.Tech/B.E.,electronics and communication engineering,74.7,9774,1,Telangana,2012,445,565,615,0.9107701642,-1,433,-1,-1,-1,420,-1,1.4374,1.7488,-1.5051,-1.7591,0.5024
train,1271625,575000.00,4/1/13 0:00,3/1/15 0:00,ui developer,Hyderabad,m,12/21/89 0:00,79.6,cbse,2007,72.8,cbse,5079,2,B.Tech/B.E.,computer engineering,68.7,5079,1,Rajasthan,2012,650,655,570,0.9787992926,495,-1,561,-1,-1,-1,-1,0.5591,0.8784,0.3174,-0.7415,0.4805
train,1122980,190000.00,4/1/14 0:00,present,front end developer,-1,f,6/1/90 0:00,73,state board,2007,56,state board,6480,2,MCA,computer application,71,6480,0,Maharashtra,2013,405,410,440,0.7040904121,465,-1,-1,-1,-1,-1,-1,-0.4463,-0.1206,-0.1437,0.9066,0.8637
train,1023416,120000.00,6/1/14 0:00,1/1/15 0:00,database developer,Hyderabad,m,5/13/93 0:00,79,state board,2010,89.2,state board,14342,2,B.Tech/B.E.,information technology,71,14342,0,Andhra Pradesh,2014,370,505,330,0.5632678237,425,-1,-1,-1,-1,-1,-1,0.99,1.3779,1.8543,0.5262,0.2889
train,624540,130000.00,6/1/13 0:00,8/1/13 0:00,technical support engineer,Chennai,m,1/31/92 0:00,81,state board,2009,77,state board,8823,2,B.Tech/B.E.,computer science & engineering,67,8823,0,Tamil Nadu,2013,510,500,295,0.3084005829,355,-1,-1,-1,-1,-1,-1,1.4208,1.5444,1.0859,-1.1218,1.247
train,681125,325000.00,10/1/13 0:00,3/1/14 0:00,systems engineer,Pune,m,2/21/92 0:00,92.4,cbse,2009,83.4,cbse,6874,2,B.Tech/B.E.,computer engineering,71.46,6874,0,Uttarakhand,2013,765,715,635,0.2378028398,555,-1,315,-1,-1,-1,-1,1.8517,1.5444,0.7785,-2.2627,1.0554
train,975265,240000.00,12/1/13 0:00,present,it support specialist,-1,m,2/3/89 0:00,73.8,icse,2007,71,cbse,8634,2,B.Tech/B.E.,other,58.3,8634,0,Maharashtra,2013,640,595,595,-1,515,-1,469,-1,-1,-1,-1,0.8463,0.2124,0.6248,-0.8682,1.247
train,332049,150000.00,8/1/14 0:00,present,junior software engineer,Gurgaon,f,5/4/90 0:00,86.2,cbse,2008,69.8,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,68.4,10932,0,Uttar Pradesh,2012,505,405,515,0.3760595867,-1,300,-1,-1,-1,393,-1,0.9737,0.5008,-0.3803,0.76733,0.8183
train,611964,615000.00,6/1/91 0:00,present,quality assurance test engineer,Noida,f,6/18/91 0:00,71,state board,2008,74.8,state board,64,2,B.Tech/B.E.,computer engineering,69.73,64,0,Uttar Pradesh,2013,555,545,680,0.9522455729,585,-1,-1,-1,-1,-1,-1,-1.8825,-2.7846,-0.1437,0.9066,-1.0524
train,334430,420000.00,7/1/12 0:00,present,system engineer,Ahmedabad,m,9/9/89 0:00,79.8,0,2007,81,0,1622,2,B.Tech/B.E.,electronics and communication engineering,76.03,1622,0,Madhya Pradesh,2012,425,535,605,0.6944793277,-1,366,-1,-1,-1,-1,-1,1.4374,0.1498,-0.598,-1.58287,-0.7615
train,1068237,110000.00,12/1/14 0:00,present,system administrator,kakinada,m,6/27/93 0:00,81.83,state board,2010,89.1,state board,15456,2,B.Tech/B.E.,electronics and electrical engineering,65.4,15456,0,Andhra Pradesh,2014,465,510,450,-1,-1,-1,-1,-1,-1,-1,-1,0.8463,1.2114,0.3174,-1.6289,-0.2859
train,597889,350000.00,12/1/13 0:00,present,software engineer,Hyderabad,m,7/1/91 0:00,90.4,cbse,2009,79.8,cbse,47,1,B.Tech/B.E.,computer engineering,73.4,47,1,Delhi,2013,590,520,680,0.8626254747,524,-1,-1,-1,-1,-1,-1,-2.3134,0.2124,-1.2196,2.0475,-1.6273
train,336342,380000.00,3/1/13 0:00,4/1/15 0:00,associate system engineer,Hyderabad,m,12/14/92 0:00,89.33,secondary school education,2008,97,board of intermediate,8404,2,B.Tech/B.E.,electronics and communication engineering,79,8404,0,Andhra Pradesh,2012,515,555,655,0.124502074,-1,233,-1,-1,-1,-1,-1,0.8578,0.0328,-0.1988,-0.26087,-0.2875
train,245986,150000.00,4/1/12 0:00,5/1/14 0:00,quality engineer,Greater Noida,m,2/15/89 0:00,69,0,2007,50,0,713,2,B.Tech/B.E.,electronics and instrumentation engineering,66,713,1,Tamil Nadu,2011,394,265,445,0.3760595867,155,300,-1,-1,-1,313,-1,0.0464,-1.9953,0.0914,0.8848,0.0284
train,1152368,180000.00,1/1/14 0:00,2/1/15 0:00,salesforce developer,Pune,m,5/8/90 0:00,69.2,cbse,2008,64.4,cbse,13001,2,B.Tech/B.E.,electronics and communication engineering,67.8,13001,0,Madhya Pradesh,2012,490,360,310,0.4369626481,-1,-1,-1,-1,-1,324,-1,0.4155,1.3779,1.547,3.3152,0.6721
train,514471,200000.00,2/1/13 0:00,5/1/14 0:00,engineer-hws,GURGAON,m,4/27/89 0:00,64,up board,2006,64,up board,2528,2,B.Tech/B.E.,electronics and communication engineering,65,2528,0,Uttar Pradesh,2012,500,435,605,0.05879280001,-1,200,-1,-1,-1,-1,-1,-1.4992,-2.0733,-1.2511,-0.2902,-2.0253
train,961359,170000.00,8/1/14 0:00,6/1/15 0:00,technical support engineer,Kolkata,f,4/15/92 0:00,67,icse,2010,67,icse,3054,2,B.Tech/B.E.,electronics & telecommunications,72,3054,0,Orissa,2014,450,460,340,0.6493897148,455,356,-1,-1,-1,393,-1,-1.4517,0.2124,-0.6048,1.4136,-0.2859
train,1094270,210000.00,1/1/15 0:00,4/1/15 0:00,network engineer,-1,m,7/10/91 0:00,71.1,state board,2008,64.2,state board,4971,2,B.Tech/B.E.,electronics and communication engineering,74.3,4971,0,Uttar Pradesh,2014,535,445,545,0.9762925609,-1,484,-1,-1,-1,388,-1,-0.8772,-0.1206,0.6248,0.0192,-0.2859
train,837643,360000.00,3/1/14 0:00,present,test engineer,Gurgaon,m,4/18/93 0:00,84.6,cbse,2010,74.4,cbse,10932,2,B.Tech/B.E.,computer science & engineering,66.24,10932,0,Uttar Pradesh,2014,590,440,620,0.6226429158,555,-1,407,-1,-1,-1,-1,0.1282,1.3779,-2.1418,-0.995,0.6721
train,390616,190000.00,4/1/13 0:00,4/1/14 0:00,network engineer,Navi Mumbai,m,10/7/90 0:00,61.73,ssc,2008,60,hsc,7495,2,B.Tech/B.E.,computer engineering,63.33,7495,0,Maharashtra,2012,455,395,385,0.3084005829,355,366,-1,-1,-1,-1,-1,-0.2628,-0.4353,1.2525,0.0623,-0.9194
train,988904,235000.00,5/1/14 0:00,present,business analyst consultant,Chandigarh,m,9/24/92 0:00,78.16,icse,2010,64.83,icse,137,2,B.Tech/B.E.,computer science & engineering,63.65,137,0,Uttar Pradesh,2014,560,510,450,-1,-1,-1,-1,-1,-1,-1,-1,-0.0154,0.8784,1.2396,1.9207,0.8637
train,982556,350000.00,7/1/14 0:00,present,qa analyst,Noida,m,3/24/92 0:00,88,cbse,2009,88,cbse,387,2,B.Tech/B.E.,information technology,74.74,387,0,Uttar Pradesh,2014,490,545,630,0.3565364877,575,-1,346,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.1218,-0.0943
train,391149,335000.00,7/1/12 0:00,present,software engineer,Bangalore,m,1/1/91 0:00,77.22,karnataka secondary education board,2008,75.66,karnataka pre university board,356,2,B.Tech/B.E.,electronics and communication engineering,77.01,356,1,Karnataka,2012,385,465,595,0.8246664007,-1,400,-1,-1,-1,260,-1,-0.4173,0.1888,-0.1988,-0.349,-0.1295
train,331251,355000.00,3/1/13 0:00,present,software quality assurance tester,Bangalore,f,12/10/90 0:00,92,board of secondary education,2008,94.9,board of intermediate,9769,2,B.Tech/B.E.,computer engineering,76,9769,1,Telangana,2012,595,475,684,0.9168699611,555,-1,-1,-1,-1,-1,-1,-0.4173,-0.2012,-0.3803,-0.4078,-0.9194
train,332961,430000.00,3/1/13 0:00,present,senior systems engineer,Bhubneshwar,m,4/2/91 0:00,86,ssc,2008,96.5,board of intermediate education,6638,2,B.Tech/B.E.,electronics and communication engineering,71.46,6638,0,Andhra Pradesh,2012,565,615,745,0.8246664007,535,400,-1,-1,-1,-1,-1,-1.6538,-1.0203,-0.4891,1.23733,-1.2354
train,348688,300000.00,10/1/13 0:00,present,software engineer,Jaipur,m,8/15/89 0:00,58,0,2007,59,0,3159,2,MCA,computer application,70,3159,0,Rajasthan,2013,395,385,525,0.9682374959,605,-1,-1,-1,-1,-1,-1,0.6646,0.9688,-0.1988,0.1798,0.1864
train,514541,200000.00,5/1/12 0:00,2/1/14 0:00,quality analyst,Gurgaon,f,8/23/88 0:00,84,cbse,2006,71,cbse,2528,2,B.Tech/B.E.,electronics and communication engineering,73.5,2528,0,Uttar Pradesh,2012,535,460,340,0.9854613943,325,500,-1,-1,-1,-1,-1,0.3555,0.1888,0.672,0.8848,-0.406
train,900218,420000.00,7/1/10 0:00,8/1/11 0:00,management trainee,New Delhi,m,1/11/88 0:00,82,cbse,2005,75.8,cbse,443,1,M.Tech./M.E.,other,82.5,443,0,Uttar Pradesh,2014,625,520,705,-1,-1,-1,-1,-1,-1,-1,-1,-1.8825,0.5454,-0.9122,-0.1076,-1.4356
train,993561,220000.00,6/1/13 0:00,7/1/14 0:00,android developer,Indore,m,6/30/91 0:00,91.6,state board,2009,76,state board,3725,2,B.Tech/B.E.,information technology,70.25,3725,0,Madhya Pradesh,2013,570,545,405,0.8422483223,445,-1,469,-1,-1,-1,-1,0.2718,-0.1206,-0.6048,-0.3612,-0.0943
train,614115,350000.00,4/1/14 0:00,4/1/15 0:00,product manager,Bangalore,m,8/14/92 0:00,82.6,cbse,2009,68.4,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,72,272,0,Punjab,2013,570,500,590,-1,-1,-1,-1,-1,-1,-1,-1,0.99,-0.6201,-0.4511,0.3995,-1.0524
train,1088451,250000.00,2/1/14 0:00,present,software engineer,CHENNAI,m,4/7/92 0:00,70.14,icse,2009,75.2,cbse,7814,2,B.Tech/B.E.,electronics and communication engineering,80.9,7814,0,Orissa,2013,650,615,525,-1,615,-1,-1,-1,-1,-1,-1,0.4155,0.5454,-0.6048,-0.995,-0.4776
train,955684,200000.00,11/1/14 0:00,4/1/15 0:00,network engineer,banglore,m,4/15/92 0:00,52,state board,2010,65.8,state board,105,2,B.Tech/B.E.,electronics and communication engineering,64.8,105,0,Uttar Pradesh,2014,250,315,220,0.9762925609,375,484,-1,-1,-1,-1,-1,-1.5953,-0.2871,1.547,1.0333,-1.0524
train,827501,300000.00,9/1/14 0:00,present,entry level sales and marketing,Nashik,m,6/17/92 0:00,86.2,cbse,2010,82,cbse,47,1,B.Tech/B.E.,electronics and electrical engineering,78.9,47,1,Delhi,2014,640,535,545,0.5573895056,385,-1,-1,-1,420,-1,-1,-1.7389,-1.6191,-1.9881,0.653,-1.6273
train,670628,340000.00,12/1/13 0:00,4/1/15 0:00,software engineer,Mumbai,m,10/8/91 0:00,76.6,cbse,2009,82.2,cbse,67,2,B.Tech/B.E.,computer science & engineering,72,67,0,Uttar Pradesh,2013,520,610,705,0.9522455729,585,-1,-1,-1,-1,-1,-1,-1.0208,-0.2871,-0.9122,0.0192,-2.0105
train,358114,450000.00,2/1/13 0:00,4/1/15 0:00,software engineer,Gurgaon,f,12/7/90 0:00,81.4,cbse,2008,83.6,cbse,167,2,B.Tech/B.E.,information technology,73,167,0,Haryana,2012,505,515,515,0.6359787565,445,-1,-1,-1,-1,-1,-1,-2.5811,0.9688,-0.9245,0.5323,-0.0506
train,608841,1030000.00,7/1/13 0:00,present,senior software developer,Bangalore,f,1/9/91 0:00,91.2,cbse,2009,84.8,cbse,285,1,B.Tech/B.E.,computer engineering,92,285,0,Punjab,2013,615,585,765,0.994050872,675,-1,-1,-1,-1,-1,-1,-0.159,0.5454,0.4711,-1.5021,-1.0524
train,1049856,355000.00,8/1/14 0:00,present,software engineer,-1,m,11/8/92 0:00,80,state board,2010,85.6,state board,14382,2,B.Tech/B.E.,information technology,90.1,14382,1,Telangana,2014,490,555,465,0.9967444869,615,-1,623,-1,-1,-1,-1,-0.0154,0.5454,0.3174,-1.3753,-0.2859
train,511865,180000.00,12/1/13 0:00,2/1/15 0:00,sales associate,Chennai,f,12/4/89 0:00,65,state bord,2007,52,state bord,720,2,MCA,computer application,75,720,1,Tamil Nadu,2013,300,270,285,0.1901534056,315,-1,-1,-1,-1,-1,-1,-1.6538,-1.8393,-1.5051,0.2973,-2.1833
train,284534,210000.00,9/1/13 0:00,4/1/15 0:00,quality analyst,Pune,m,5/10/89 0:00,76,cbse,2007,74,cbse,3649,2,B.Tech/B.E.,computer engineering,71.48,3649,1,Karnataka,2011,395,385,315,0.24545566,335,-1,-1,-1,-1,-1,-1,0.6646,0.5008,0.672,-0.9953,0.5024
train,1091127,150000.00,11/1/14 0:00,present,it recruiter,Bangalore,m,12/20/92 0:00,63.8,cbse,2009,62.33,state board,11118,2,B.Tech/B.E.,electronics & telecommunications,74,11118,0,Orissa,2013,560,495,380,-1,385,-1,346,-1,-1,-1,-1,0.8463,1.3779,2.1617,-1.2486,0.6721
train,505714,240000.00,1/1/14 0:00,2/1/15 0:00,project coordinator,Jaipur,m,10/19/89 0:00,46.8,"jbse,jharkhand",2009,72.48,"jstb,jharkhand",165,2,B.Tech/B.E.,computer engineering,59.7,165,1,Rajasthan,2012,450,525,605,0.9014895714,545,-1,-1,-1,-1,-1,-1,-1.3447,-0.2793,-0.4891,1.5018,-0.9194
train,563037,110000.00,8/1/13 0:00,2/1/14 0:00,quality assurance engineer,Greater Noida,m,6/14/88 0:00,82.8,cbse,2007,78.4,cbse,66,2,B.Tech/B.E.,electrical engineering,69.68,66,0,Uttar Pradesh,2011,485,525,650,0.2294817549,-1,266,-1,-1,-1,-1,-1,-1.1644,0.3789,0.7785,0.7798,0.2889
train,1089696,300000.00,7/1/14 0:00,present,system engineer,Bangalore,f,6/9/91 0:00,82.2,cbse,2009,71.6,cbse,13675,2,B.Tech/B.E.,electronics and communication engineering,76.6,13675,0,West Bengal,2013,570,460,450,0.6493897148,405,356,-1,-1,-1,-1,-1,-1.7389,-0.2871,-0.1437,0.7798,-0.2859
train,1077640,300000.00,3/1/14 0:00,4/1/15 0:00,software test engineer,Chennai,m,4/8/92 0:00,79.3,state board,2009,92.9,state board,4726,2,B.Tech/B.E.,electronics and communication engineering,80.06,4726,0,Telangana,2013,440,530,680,0.9432721579,445,452,-1,-1,-1,-1,-1,0.7027,0.8784,0.3174,1.5404,0.4805
train,1036442,240000.00,12/1/14 0:00,5/1/14 0:00,test engineer,-1,m,8/11/91 0:00,71,state board,2009,63,cbse,11467,2,B.Tech/B.E.,electronics and communication engineering,68,11467,0,Rajasthan,2013,545,460,525,0.3387863472,485,292,-1,-1,-1,-1,-1,-0.3027,0.7119,0.01,-0.995,-0.4776
train,765578,145000.00,8/1/13 0:00,8/1/14 0:00,it recruiter,Hyderabad,f,8/4/92 0:00,83.33,state board,2009,93.5,state board,13994,2,B.Tech/B.E.,electronics and electrical engineering,68.48,13994,0,Andhra Pradesh,2013,500,400,355,0.9660069235,405,-1,-1,-1,580,-1,-1,0.2718,-0.7866,-0.4511,0.3995,0.8637
train,205633,500000.00,9/1/11 0:00,present,system engineer,Kolkata,m,5/25/88 0:00,81.7,hse,2005,75.8,chse,5508,2,B.Tech/B.E.,computer engineering,78.7,5508,0,Orissa,2011,475,245,485,0.7357957092,475,-1,-1,-1,-1,-1,-1,-1.3447,-1.3713,-0.4891,0.1798,1.2923
train,619139,180000.00,8/1/13 0:00,present,engineer,Gurgaon,m,3/8/91 0:00,68.6,cbse,2008,66.4,cbse,57,2,B.Tech/B.E.,electronics and communication engineering,64.7,57,0,Haryana,2013,310,500,560,0.6944793277,-1,366,-1,-1,-1,313,-1,0.2718,-1.1196,-0.7585,-0.4879,-0.8608
train,1193792,200000.00,4/1/14 0:00,4/1/15 0:00,software engineer,Mysore,m,10/10/90 0:00,80,state board,2008,79.3,state board,4562,2,B.Tech/B.E.,computer science & engineering,65.7,4562,0,Telangana,2012,570,675,485,0.2378028398,515,-1,315,-1,-1,-1,-1,0.1282,-0.4536,1.3933,-0.6147,-0.8608
train,606364,180000.00,4/1/13 0:00,1/1/15 0:00,system engineer,New Delhi,m,11/10/91 0:00,74,cbse,2008,68,cbse,7547,2,B.Tech/B.E.,computer engineering,69.15,7547,0,Haryana,2012,485,580,530,0.6707431514,455,-1,-1,-1,-1,-1,-1,0.1282,1.0449,0.4711,-0.6147,-0.0943
train,103172,300000.00,12/1/10 0:00,3/1/14 0:00,programmer analyst,Chennai,f,3/23/89 0:00,86,0,2006,84,0,3670,2,B.Tech/B.E.,information technology,74.42,3670,1,Tamil Nadu,2010,605,355,405,0.24545566,335,-1,-1,-1,-1,-1,-1,1.1283,0.3448,-0.1988,-1.5828,-0.4455
train,339216,360000.00,7/1/12 0:00,1/1/15 0:00,network administrator,-1,m,10/3/89 0:00,75,0,2007,63,0,1802,2,B.Tech/B.E.,information technology,65,1802,0,Haryana,2011,505,585,485,0.5632678237,425,-1,-1,-1,-1,-1,-1,-1.5765,-0.1232,-1.5051,0.35603,-0.2875
train,206976,510000.00,7/1/13 0:00,present,electrical field engineer,Varanasi,m,3/2/90 0:00,70.2,0,2007,68.4,0,49,1,B.Tech/B.E.,electronics and electrical engineering,60.4,49,0,Uttar Pradesh,2011,544,415,504,0.05879280001,335,200,-1,-1,-1,-1,-1,-0.5719,-0.2793,0.672,-0.6428,-0.2875
train,325868,210000.00,1/1/13 0:00,2/1/14 0:00,software engineer,Hyderabad,f,8/24/91 0:00,86,board of secondary education,2008,92.8,intermediate board of education,9164,2,B.Tech/B.E.,computer science & engineering,69.25,9164,1,Telangana,2012,435,465,525,0.6707431514,455,-1,-1,-1,-1,-1,-1,0.3941,0.0328,-1.9405,-0.43717,-0.9194
train,1034780,95000.00,6/1/14 0:00,present,apprentice,Kolkata,f,11/2/90 0:00,72.75,state board,2009,65.4,state board,11167,2,B.Tech/B.E.,computer science & engineering,79,11167,1,West Bengal,2013,420,520,500,0.9538997751,405,-1,530,-1,-1,-1,-1,0.99,-0.1206,0.1637,-0.7415,-0.2859
train,639274,210000.00,6/1/13 0:00,present,product development engineer,Tirupathi,f,3/18/92 0:00,85,state board,2009,94.6,state board,1141,2,B.Tech/B.E.,mechanical engineering,80.02,1141,0,Andhra Pradesh,2013,545,510,485,0.9939173121,-1,-1,-1,606,-1,-1,-1,-0.5899,1.5444,-0.2974,-0.4879,0.6721
train,263859,450000.00,8/1/11 0:00,12/1/13 0:00,assistant manager,Mumbai,m,6/1/88 0:00,73,0,2004,68.69,0,2513,2,B.Tech/B.E.,mechanical engineering,65.66,2513,0,Rajasthan,2011,355,455,415,0.2067106183,-1,-1,-1,313,-1,-1,-1,0.6646,0.6568,1.1074,-0.0552,0.9763
train,1122714,240000.00,10/1/14 0:00,present,android developer,Indore,m,9/13/92 0:00,82,cbse,2010,72,cbse,16347,2,B.Tech/B.E.,computer science & engineering,83,16347,0,Madhya Pradesh,2014,735,595,440,0.9014895714,545,-1,-1,-1,-1,-1,-1,0.7027,1.0449,0.3174,-0.995,-2.5853
train,1114172,140000.00,3/1/14 0:00,2/1/15 0:00,management trainee,Bhopal,m,11/25/90 0:00,76.2,cbse,2009,75.8,state board,11226,2,B.Tech/B.E.,electronics and electrical engineering,69.56,11226,0,Madhya Pradesh,2013,525,425,534,0.4935963873,-1,324,315,-1,-1,-1,-1,-1.4517,-0.4536,0.3174,-1.1218,-1.8189
train,89357,225000.00,2/1/11 0:00,7/1/11 0:00,technical support engineer,Bangalore,m,1/5/89 0:00,69,sslc,2006,50,puc,1648,2,B.Tech/B.E.,information technology,60,1648,1,Karnataka,2010,404,375,395,0.4883479768,405,-1,-1,-1,-1,-1,-1,1.4374,-1.2153,-0.6343,-0.2902,-2.0253
train,285832,420000.00,4/1/12 0:00,5/1/15 0:00,system engineer,punr,f,4/10/88 0:00,84.8,mp board bhopal,2006,78.66,mp board bhopal,974,2,B.Tech/B.E.,computer engineering,69.47,974,0,Maharashtra,2011,435,565,455,0.24545566,335,-1,-1,-1,-1,-1,-1,0.0464,0.1888,0.672,0.7673,0.5024
train,639884,180000.00,8/1/14 0:00,1/1/15 0:00,salesforce developer,Noida,m,10/21/92 0:00,77,board of secondary education,2009,70.92,board of secondary education rajasthan,183,2,B.Tech/B.E.,electronics and communication engineering,71.09,183,1,Rajasthan,2013,370,440,250,0.538386893,-1,333,-1,-1,-1,393,-1,1.4208,0.2124,0.6248,0.2727,-0.0943
train,331557,455000.00,7/1/12 0:00,4/1/15 0:00,system administrator,Chennai,f,3/27/91 0:00,76,0,2008,78,0,8011,2,B.Tech/B.E.,information technology,73,8011,0,Tamil Nadu,2012,485,595,345,0.3084005829,355,-1,-1,-1,-1,-1,-1,0.8192,0.8518,-1.9042,-1.23027,-0.4455
train,78936,375000.00,5/1/13 0:00,5/1/15 0:00,operations engineer,New Delhi,m,8/24/88 0:00,68,cbse,2006,59.2,cbse,137,2,B.Tech/B.E.,electronics and communication engineering,65,137,0,Uttar Pradesh,2010,355,455,495,0.3760595867,-1,300,-1,-1,-1,-1,-1,-1.6538,-1.6833,-1.2148,1.3549,0.0284
train,350462,100000.00,8/1/12 0:00,3/1/13 0:00,seo executive,Bangalore,m,11/18/90 0:00,75.6,cbse,2008,68.6,nios,1872,2,B.Tech/B.E.,biotechnology,70.46,1872,0,Karnataka,2012,475,505,475,0.5532163821,375,-1,-1,-1,-1,-1,-1,-1.4992,0.2668,1.1437,2.2949,-0.9194
train,45579,550000.00,8/1/10 0:00,4/1/15 0:00,automation engineer,Chennai,m,11/2/88 0:00,71,matriculation,2006,71,state board,424,2,B.Tech/B.E.,computer engineering,77,424,0,Tamil Nadu,2010,555,585,625,0.9837499665,635,-1,-1,-1,-1,-1,-1,-0.881,0.3448,0.2366,-0.2902,-1.2354
train,1204221,350000.00,6/1/15 0:00,present,programmer analyst,Chennai,m,1/17/94 0:00,84.5,state board,2011,85,state board,883,2,B.Tech/B.E.,computer science & engineering,72.3,883,0,Tamil Nadu,2015,615,530,475,0.8422483223,525,-1,469,-1,-1,-1,-1,-0.5899,-0.7866,-1.2196,0.9066,-0.8608
train,599948,300000.00,1/1/14 0:00,present,software engineer,Hyderabad,m,7/4/92 0:00,86.8,0,2009,92.5,0,8819,2,B.Tech/B.E.,computer engineering,70,8819,1,Telangana,2013,570,570,665,0.9303706072,565,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,0.1637,-1.2486,0.0973
train,1034824,120000.00,7/1/14 0:00,present,web developer,Dehradun,f,6/11/91 0:00,84,cbse,2008,78,cbse,5904,2,B.Tech/B.E.,information technology,70,5904,0,Uttar Pradesh,2013,675,555,690,0.7357957092,475,-1,-1,-1,-1,-1,-1,1.1336,0.3789,-1.0659,-1.8824,0.4805
